,Q13C,Q18AA,Q18AB,Q20,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24,Q25,Q26,Q27,Q29,Q29A,Education,AgeCat,PoliticalPartyAffiliation,Income,PoliticsGeneral,10
830,-10,10,10,10,-10,10,10,10,10,10,-10,-10,10,0,10,10,12,49.5,-10,62.5,0,-10
831,0,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,-10,20,29.5,8,120,10,10
832,10,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,120,0,10
833,0,10,0,10,0,10,10,10,10,10,0,10,0,10,10,0,10,59.5,-10,20,0,0
834,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,20,59.5,-10,120,0,10
835,10,8,10,10,10,10,10,10,10,10,-10,10,0,10,-10,0,13,59.5,-8,35,0,-10
836,0,10,10,10,8,10,-10,10,10,10,0,10,0,10,10,10,20,70,8,120,10,10
837,10,-8,8,10,-10,8,10,10,-10,10,10,10,0,10,10,-10,16,59.5,-10,95,0,10
838,-10,10,10,10,10,10,10,10,-10,10,-10,10,0,10,10,10,20,49.5,8,95,-10,10
839,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,70,8,25,0,-10
840,-10,10,10,10,10,10,10,0,0,-10,-10,10,0,10,10,10,20,70,10,0,0,10
841,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,13,59.5,10,120,10,10
842,-10,10,10,10,8,10,10,10,-10,10,-10,10,0,10,10,10,14,21,10,62.5,0,0
843,-10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,29.5,10,25,0,8
844,0,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,-10,16,29.5,-10,82.5,-10,10
845,0,10,10,10,8,10,0,10,0,10,0,10,0,-10,10,-10,8,39.5,10,25,10,10
846,-10,-8,10,-10,8,-8,0,-10,-10,10,-10,10,0,10,10,10,13,29.5,-8,25,0,10
847,0,-10,10,-10,-10,8,10,10,10,10,10,-10,-10,0,10,10,12,29.5,-8,62.5,-10,8
848,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,29.5,8,25,10,0
849,0,8,8,10,8,8,10,10,10,10,-10,10,0,10,10,-10,14,70,10,45,0,8
850,10,-10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,-10,20,29.5,0,45,10,0
851,0,10,10,10,10,10,10,10,-10,10,-10,10,0,10,10,-10,10,21,0,25,-10,-8
852,-10,-10,10,-10,-10,8,10,10,10,10,10,-10,-10,0,10,-10,16,59.5,-8,120,0,10
853,-10,8,8,10,10,8,-10,10,10,10,10,10,0,10,10,10,12,49.5,8,25,-10,8
854,-10,-10,10,10,10,10,0,0,0,0,-10,-10,-10,0,-10,0,12,70,10,20,-10,10
855,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,21,8,35,0,0
856,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,49.5,0,120,0,10
857,0,10,10,-10,-10,8,-10,10,10,10,10,10,0,-10,10,-10,20,29.5,10,45,-10,-10
858,-10,8,10,10,-10,8,-10,10,-10,10,10,10,0,-10,10,10,16,59.5,-10,35,-10,-10
859,0,8,10,10,-10,10,10,10,-10,10,-10,10,0,10,10,10,10,49.5,-10,82.5,-10,-10
860,0,8,10,10,8,10,10,10,10,10,10,10,0,-10,10,10,14,21,8,45,0,0
861,-10,8,10,10,-10,8,10,10,10,10,-10,10,0,0,0,0,20,70,0,120,0,0
862,10,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,-10,0,14,39.5,-8,62.5,0,10
863,0,10,10,10,8,10,10,10,10,10,-10,(DO NOT READ) Pay Planned Parenthood for abortion services too (vol.),0,0,10,10,16,29.5,10,20,10,0
864,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,62.5,10,10
865,-10,-10,10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,0,10,10,20,49.5,-8,62.5,-10,10
866,0,8,10,10,10,10,-10,10,0,10,0,10,0,10,10,-10,12,70,10,62.5,0,10
867,10,8,10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,20,39.5,-8,120,0,10
868,0,10,10,-10,10,10,10,10,10,10,10,10,0,10,10,-10,16,39.5,-8,82.5,0,10
869,0,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,14,59.5,10,62.5,0,10
870,-10,-8,10,10,8,8,-10,-10,-10,10,-10,-10,10,0,10,10,12,49.5,8,20,-10,0
871,0,8,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,14,29.5,0,82.5,0,10
872,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,120,10,10
873,0,-10,10,-10,-10,8,10,10,10,10,10,10,0,10,-10,0,12,21,10,25,-10,8
874,-10,10,10,-10,-10,8,-10,0,-10,10,10,10,0,10,10,-10,16,49.5,0,25,-10,10
875,10,10,10,10,-10,10,-10,10,0,10,0,10,0,10,10,10,16,59.5,8,82.5,0,10
876,0,-10,-10,-10,-10,8,10,0,-10,10,10,0,0,0,10,10,20,59.5,8,120,10,10
877,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,49.5,8,35,10,-10
878,-10,10,-10,10,-10,8,10,10,-10,10,0,-10,-10,0,10,10,13,49.5,-10,45,-10,10
879,10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,29.5,10,45,10,8
880,0,-10,0,-10,-10,10,10,10,10,10,10,10,0,0,10,10,16,49.5,0,62.5,0,10
881,10,10,10,10,-10,10,10,10,10,10,0,10,0,10,10,-10,14,39.5,10,82.5,10,-10
882,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,12,49.5,8,20,0,-8
883,0,10,8,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,21,8,62.5,0,0
884,0,10,10,10,8,10,-10,10,10,10,0,10,0,10,10,10,13,49.5,-10,82.5,-10,0
885,0,-8,10,-10,-10,10,-10,-10,-10,-10,0,10,0,-10,10,-10,12,70,-10,25,-10,5
886,10,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,20,59.5,0,120,0,10
887,10,-10,10,-10,-10,10,10,10,10,10,-10,10,0,10,-10,0,16,59.5,-8,120,0,10
888,0,8,10,-10,-10,8,10,0,-10,10,10,10,0,10,10,10,16,49.5,0,120,-10,10
889,0,10,10,10,-10,10,-10,-10,10,10,-10,0,0,0,10,10,8,59.5,0,20,-10,-10
890,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,-10,14,29.5,8,20,0,8
891,0,8,10,10,8,8,-10,-10,10,-10,-10,10,0,10,10,-10,12,21,0,25,0,0
892,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,12,29.5,10,20,10,8
893,10,-8,10,-10,-10,-10,10,0,-10,-10,0,-10,-10,0,10,10,10,59.5,10,45,10,10
894,0,8,10,10,-10,8,10,10,10,-10,10,-10,10,0,10,-10,12,21,0,20,10,8
895,0,-8,10,10,-10,10,10,10,-10,10,10,10,0,10,10,-10,16,70,10,82.5,10,10
896,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,16,39.5,10,120,10,10
897,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,39.5,10,120,10,10
898,0,-8,10,10,-10,-8,10,10,10,10,-10,10,0,10,10,10,14,39.5,-10,120,0,0
899,-10,8,10,-10,-10,8,0,0,10,0,0,0,0,0,10,-10,16,59.5,8,0,10,10
900,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,39.5,10,120,10,0
901,0,8,10,-10,8,10,-10,10,0,10,10,10,0,10,10,10,14,39.5,10,62.5,-10,-10
902,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,16,49.5,8,62.5,-10,0
903,0,8,10,10,-10,8,10,10,-10,10,10,10,0,10,10,10,16,29.5,-10,35,0,0
904,0,10,10,10,8,10,-10,10,-10,-10,-10,(DO NOT READ) Pay Planned Parenthood for abortion services too (vol.),0,0,10,-10,12,21,8,25,-10,10
905,0,10,10,10,8,10,-10,10,-10,10,10,10,0,10,-10,0,20,49.5,8,82.5,0,-10
906,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,13,29.5,10,62.5,0,0
907,0,-8,10,-10,-10,-8,10,10,10,-10,10,10,0,10,10,10,16,49.5,-10,120,0,10
908,-10,10,10,10,10,10,10,-10,-10,10,10,10,0,10,10,10,13,70,10,120,-10,10
909,-10,-10,10,-10,-10,8,10,10,10,10,-10,-10,-10,0,10,10,20,39.5,-8,120,0,10
910,10,-8,8,-10,-10,-8,10,10,10,10,-10,10,0,10,-10,0,13,39.5,0,20,0,-10
911,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,10
912,-10,8,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,10,120,10,10
913,-10,-8,10,-10,-10,10,10,10,10,10,10,-10,-10,0,10,10,20,39.5,-8,82.5,0,10
914,-10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,12,49.5,0,62.5,0,8
915,0,8,10,-10,10,8,-10,10,10,10,-10,10,0,10,10,-10,8,39.5,10,25,-10,8
916,0,-8,10,-10,-10,-8,0,0,0,0,0,10,0,10,10,-10,12,70,-10,20,0,10
917,0,10,10,10,0,10,10,10,10,10,-10,10,0,0,10,10,13,39.5,-10,45,0,10
918,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,29.5,10,20,10,0
919,0,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,10,10,16,39.5,-8,82.5,0,10
920,10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,8,62.5,0,-10
921,0,10,10,10,8,10,10,10,10,10,10,10,0,-10,10,10,14,39.5,10,35,-10,-10
922,0,-10,10,-10,-10,10,10,10,10,10,-10,10,0,-10,10,-10,16,49.5,-10,120,-10,10
923,0,-10,10,-10,-10,-10,10,10,10,10,10,10,0,10,10,-10,16,49.5,-10,82.5,-10,10
924,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,59.5,10,35,10,-10
925,10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,0,10,-10,12,59.5,-10,120,-10,10
926,-10,-8,8,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,10,10,12,59.5,-8,45,-10,8
927,0,8,10,10,8,8,10,10,-10,10,-10,10,0,10,10,10,10,21,10,20,0,0
928,-10,10,10,10,10,10,10,-10,-10,10,10,10,0,10,10,10,12,29.5,0,20,10,0
929,0,-10,-10,10,-10,-8,0,-10,-10,0,0,-10,-10,0,10,-10,10,70,-10,20,0,5
930,0,-10,10,-10,-10,-10,10,-10,-10,0,10,-10,-10,0,10,-10,16,49.5,-8,45,-10,10
931,-10,10,10,10,8,10,0,-10,10,-10,0,10,0,10,10,-10,12,70,8,25,-10,-10
932,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,59.5,8,25,10,-10
933,-10,10,10,10,8,10,-10,10,-10,10,0,10,0,10,10,10,12,21,10,120,-10,0
934,0,-10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,0,10,10,14,59.5,-10,0,-10,10
935,0,10,10,10,8,10,-10,10,10,10,0,10,0,10,10,10,12,59.5,10,20,10,-10
936,0,8,10,10,8,8,10,10,10,10,10,10,0,10,10,10,20,39.5,8,120,0,10
937,-10,-10,-8,-10,-10,-10,10,10,10,10,0,-10,-10,0,-10,0,20,70,-8,120,-10,10
938,10,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,12,59.5,10,20,10,10
939,0,10,10,10,-10,8,-10,-10,10,-10,0,-10,-10,0,10,10,16,29.5,0,35,0,10
940,0,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,18,70,10,95,0,-10
941,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,49.5,8,82.5,10,10
942,0,8,10,10,10,10,0,10,10,10,-10,10,0,10,10,10,20,70,0,95,10,5
943,10,10,10,10,-10,8,10,10,10,10,-10,10,0,10,10,10,20,39.5,10,120,0,10
944,0,8,10,-10,-10,8,10,-10,-10,10,-10,10,0,10,10,10,13,29.5,0,45,0,10
945,0,8,10,10,-10,-8,10,10,0,10,-10,-10,-10,0,10,-10,16,70,-10,82.5,-10,10
946,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,14,70,-10,120,0,10
947,0,-8,10,-10,-10,8,10,10,10,10,0,10,0,10,10,-10,14,29.5,-8,62.5,0,0
948,0,8,10,10,-10,8,10,10,10,10,-10,-10,-10,0,10,10,20,59.5,0,0,0,10
949,0,10,10,10,-10,10,10,-10,10,10,10,10,0,-10,10,10,12,29.5,-10,35,-10,-10
950,-10,10,10,10,-10,10,10,10,-10,10,-10,10,0,-10,-10,0,12,21,10,35,10,0
951,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,10,95,10,10
952,0,8,10,-10,-10,8,10,10,10,10,10,10,0,10,10,-10,16,29.5,-10,120,0,10
953,-10,8,10,10,-10,10,10,-10,-10,10,-10,10,0,10,10,10,13,21,0,45,0,0
954,0,-10,10,-10,8,10,10,-10,-10,10,-10,-10,-10,0,10,10,12,59.5,10,25,-10,0
955,10,8,8,10,-10,8,10,-10,-10,10,-10,0,0,0,10,10,13,49.5,-10,62.5,-10,10
956,10,8,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,70,10,95,10,10
957,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,10,120,10,10
958,0,-8,10,-10,-10,8,10,10,-10,10,-10,10,0,-10,10,10,20,49.5,-8,120,-10,10
959,0,-8,-8,10,8,8,10,10,-10,10,-10,10,0,10,10,10,16,21,10,25,0,8
960,0,8,8,10,0,8,10,10,10,10,0,10,0,10,-10,0,14,29.5,8,35,-10,0
961,0,8,8,10,-10,10,10,10,-10,10,-10,-10,10,0,10,10,16,59.5,-10,62.5,-10,8
962,0,8,8,10,-10,8,0,10,10,10,10,10,0,-10,10,10,12,39.5,0,0,-10,8
963,0,10,10,10,8,10,10,10,-10,10,10,10,0,10,10,10,16,70,8,95,0,5
964,-10,-8,10,-10,8,8,10,10,10,10,10,10,0,0,10,10,16,49.5,-10,82.5,0,10
965,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,12,29.5,8,62.5,0,0
966,0,10,8,10,8,10,10,10,10,10,-10,10,0,10,10,10,8,21,10,120,0,0
967,0,-10,8,-10,-10,8,10,10,10,10,0,-10,-10,0,-10,0,16,59.5,-8,45,-10,10
968,-10,10,10,10,-10,10,10,10,-10,10,10,10,0,10,10,10,14,70,-8,20,0,-10
969,0,10,10,-10,-10,-8,10,-10,-10,10,10,10,0,-10,10,10,10,39.5,-10,120,-10,8
970,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,29.5,10,82.5,0,10
971,10,10,10,10,-10,10,0,0,0,0,0,0,0,0,10,-10,13,49.5,-8,25,-10,10
972,-10,-10,-10,-10,-10,8,10,-10,-10,-10,10,-10,-10,0,-10,0,16,59.5,-10,120,-10,10
973,10,8,10,10,8,8,10,10,10,10,10,10,0,10,10,10,20,49.5,8,120,0,10
974,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,12,21,10,20,0,0
975,0,-10,10,-10,-10,-8,10,10,10,10,10,-10,-10,0,10,10,20,59.5,-10,62.5,-10,10
976,0,-10,10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,12,59.5,-10,62.5,-10,10
977,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,95,0,5
978,0,0,-10,10,10,8,10,10,10,10,10,10,0,10,10,-10,13,59.5,-8,120,-10,10
979,0,10,10,10,-10,10,-10,10,10,10,0,10,0,10,10,10,20,59.5,-10,62.5,0,-10
980,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,14,49.5,10,120,10,8
981,0,10,10,10,8,-10,-10,-10,-10,-10,10,10,0,10,-10,0,10,21,0,0,0,0
982,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,10,62.5,0,10
983,0,8,10,10,8,10,10,10,0,10,-10,10,0,10,10,10,16,59.5,10,120,0,10
984,0,-8,10,10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,20,59.5,-10,120,0,-10
985,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,39.5,10,62.5,10,5
986,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,14,70,8,120,0,10
987,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,10,10
988,0,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,14,70,8,62.5,10,10
989,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,39.5,-10,120,0,10
990,10,-10,-10,-10,-10,-10,10,10,10,10,10,-10,-10,0,10,10,16,70,-10,62.5,-10,10
991,-10,-8,-10,-10,-10,-8,10,10,-10,10,-10,10,0,10,10,-10,16,49.5,-8,45,0,10
992,0,10,10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,10,0,16,49.5,-8,62.5,-10,-10
993,0,10,10,-10,8,10,-10,0,-10,10,-10,-10,10,0,10,-10,12,29.5,8,35,-10,10
994,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,13,29.5,8,25,10,8
995,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,29.5,10,95,10,10
996,0,-10,8,-10,-10,-8,10,10,10,10,0,-10,-10,0,-10,0,14,59.5,-10,120,-10,10
997,10,10,10,10,-10,10,10,10,10,10,10,-10,10,0,10,-10,13,59.5,-8,82.5,10,10
998,0,-10,8,-10,-10,8,10,10,-10,10,0,10,0,-10,10,-10,12,49.5,-10,35,-10,10
999,10,10,10,-10,8,10,10,10,10,10,-10,-10,-10,0,10,-10,10,49.5,10,20,10,0
1000,10,10,10,10,8,8,10,10,10,10,0,10,0,10,10,10,20,29.5,8,45,0,0
1001,0,-10,8,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,10,10,14,59.5,-8,120,-10,10
1002,0,10,10,10,10,10,-10,10,10,-10,-10,-10,10,0,10,10,12,59.5,-10,45,-10,0
1003,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,-10,16,70,0,95,0,10
1004,-10,8,8,10,8,8,10,10,10,10,10,10,0,10,10,10,14,70,0,82.5,-10,10
1005,0,10,10,10,8,8,10,10,10,10,0,10,0,10,10,10,12,59.5,-8,20,-10,10
1006,10,10,10,10,10,10,-10,0,-10,10,0,-10,10,0,10,10,10,70,10,0,-10,5
1007,0,8,10,10,10,10,-10,-10,-10,-10,-10,10,0,10,10,10,12,49.5,10,62.5,10,10
1008,10,8,10,10,8,8,10,10,10,10,0,10,0,10,10,10,16,39.5,-10,120,0,10
1009,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,18,49.5,10,120,0,8
1010,0,8,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,29.5,8,120,0,10
1011,10,8,10,10,-10,10,-10,10,10,0,10,10,0,10,0,0,12,70,10,20,0,10
1012,0,10,10,10,8,10,10,10,10,10,10,-10,-10,0,10,10,16,29.5,0,62.5,0,10
1013,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,59.5,8,120,10,10
1014,0,10,10,10,8,8,10,10,10,10,0,10,0,10,10,10,13,49.5,10,95,0,-10
1015,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,10
1016,10,10,10,10,-10,10,0,0,0,0,-10,10,0,-10,10,10,10,29.5,-10,25,10,10
1017,0,10,10,10,10,10,0,0,0,0,10,10,0,10,10,10,12,39.5,0,0,0,0
1018,-10,-10,10,-10,-10,8,10,10,10,10,10,10,0,10,10,-10,14,59.5,-8,120,-10,-10
1019,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,10,10
1020,0,10,10,10,10,10,-10,10,-10,10,0,(DO NOT READ) Pay Planned Parenthood for abortion services too (vol.),0,0,10,10,13,59.5,-8,20,0,10
1021,10,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,120,0,10
1022,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,16,70,10,62.5,10,10
1023,0,10,10,10,10,10,10,10,-10,10,10,10,0,10,10,10,13,49.5,-10,82.5,-10,8
1024,0,10,10,10,-10,10,10,10,10,10,0,10,0,10,10,10,13,21,0,0,0,0
1025,-10,-10,10,-10,-10,-8,10,-10,-10,10,0,10,0,10,10,10,16,39.5,-10,0,10,10
1026,10,10,10,10,8,8,-10,-10,10,10,-10,10,0,10,10,10,16,49.5,0,120,0,10
1027,-10,10,10,10,8,10,-10,10,-10,0,0,-10,10,0,10,10,12,29.5,0,25,10,-8
1028,0,8,10,10,8,8,0,10,10,10,0,10,0,10,10,10,16,29.5,0,45,0,0
1029,0,8,8,-10,-10,-10,10,-10,-10,10,-10,-10,-10,0,10,-10,16,21,-10,35,-10,0
1030,10,10,10,-10,-10,10,-10,10,10,10,10,10,0,10,10,-10,13,49.5,10,62.5,-10,0
1031,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,29.5,10,45,10,8
1032,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,10,82.5,10,10
1033,0,10,10,10,8,10,10,10,-10,10,10,10,0,-10,10,-10,12,39.5,8,20,0,-8
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,70,10,45,0,5
1035,10,10,10,-10,10,10,-10,10,10,10,-10,10,0,10,10,-10,8,39.5,8,20,0,10
1036,0,-8,10,10,8,10,10,10,10,10,0,-10,10,0,10,-10,12,70,10,20,0,-10
1037,0,8,10,10,8,10,10,10,-10,10,-10,10,0,10,10,10,13,21,8,95,0,0
1038,0,8,10,10,-10,8,-10,10,10,10,-10,10,0,10,10,10,12,39.5,8,45,0,0
1039,-10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,14,21,10,20,10,0
1040,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,0,10,10
1041,0,-10,-10,-10,-10,-10,10,10,10,10,0,-10,-10,0,10,-10,12,59.5,-10,0,-10,10
1042,0,10,10,10,0,10,-10,10,10,10,10,10,0,10,10,10,14,29.5,10,45,0,-10
1043,-10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,29.5,10,20,10,0
1044,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,10,-10,20,70,-10,20,-10,10
1045,0,8,8,-10,8,-8,-10,10,10,-10,-10,-10,-10,0,-10,0,8,70,-10,62.5,-10,10
1046,-10,-10,10,10,-10,8,10,-10,-10,10,10,10,0,10,10,-10,16,49.5,-10,120,-10,8
1047,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,70,10,62.5,10,10
1048,-10,-10,10,-10,-10,10,-10,10,10,10,0,10,0,0,10,10,10,70,-8,62.5,0,8
1049,10,-10,10,-10,-10,8,10,0,0,10,-10,-10,-10,0,10,10,20,49.5,-8,120,-10,10
1050,0,10,0,-10,8,-8,10,10,-10,10,-10,10,0,10,10,10,16,49.5,8,62.5,-10,10
1051,0,-8,8,-10,-10,-8,10,10,10,10,-10,-10,-10,0,0,0,13,21,0,62.5,0,0
1052,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,29.5,10,120,10,10
1053,10,-10,8,-10,-10,-10,10,10,0,10,-10,10,0,-10,-10,0,16,70,-10,120,-10,10
1054,0,8,10,10,8,10,10,10,10,10,10,10,0,10,10,-10,12,21,10,25,0,0
1055,0,-10,8,-10,-10,-8,10,0,0,10,0,-10,-10,0,-10,0,20,49.5,-8,82.5,0,10
1056,0,10,10,10,8,8,10,10,10,10,-10,10,0,-10,10,10,14,49.5,-8,25,-10,0
1057,0,-10,8,-10,-10,-10,10,-10,-10,-10,0,-10,-10,0,10,-10,12,49.5,-10,95,-10,10
1058,0,10,10,10,-10,-10,10,10,10,10,-10,10,0,10,10,10,14,39.5,-10,20,-10,8
1059,-10,10,10,10,-10,8,10,10,10,10,10,10,0,10,10,-10,12,39.5,10,20,0,0
1060,10,-10,10,-10,-10,-10,10,10,-10,10,10,-10,-10,0,10,-10,16,49.5,-10,120,-10,10
1061,-10,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,20,70,8,82.5,-10,-10
1062,0,-10,10,10,-10,-10,10,10,10,10,10,-10,-10,0,10,10,16,49.5,-8,82.5,0,10
1063,0,-10,10,-10,8,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,-8,62.5,0,0
1064,0,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,0,10
1065,0,-10,10,-10,-10,-10,10,10,-10,10,10,-10,-10,0,10,10,20,70,-10,62.5,0,10
1066,0,8,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,0,10
1067,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,120,10,10
1068,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,95,10,10
1069,0,8,10,10,8,8,10,10,10,10,-10,10,0,10,10,10,12,21,10,0,0,0
1070,-10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,-10,14,49.5,10,20,10,10
1071,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,70,0,25,0,-10
1072,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,59.5,8,120,0,10
1073,10,10,8,10,-10,-10,-10,-10,-10,-10,-10,10,0,-10,-10,0,12,49.5,10,20,0,0
1074,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,-10,16,29.5,0,62.5,10,0
1075,0,-10,10,-10,8,-8,10,0,10,10,0,-10,10,0,10,10,16,39.5,-10,120,0,8
1076,10,-10,-8,-10,-10,-8,10,10,10,10,-10,-10,-10,0,-10,0,16,59.5,-10,120,-10,10
1077,0,-8,10,-10,-10,8,10,10,10,10,-10,10,0,10,-10,0,16,49.5,-8,120,0,10
1078,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,39.5,10,120,0,10
1079,-10,8,10,-10,10,8,-10,0,10,10,10,10,0,-10,10,10,12,59.5,-10,82.5,0,10
1080,0,8,10,10,10,10,-10,0,-10,0,0,10,0,0,10,-10,12,49.5,0,45,0,10
1081,-10,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,14,49.5,8,82.5,0,-10
1082,0,-8,-8,-10,-10,8,10,10,10,10,10,10,0,-10,10,10,12,59.5,0,35,0,8
1083,10,10,10,10,8,10,10,10,0,10,-10,10,0,10,10,10,13,70,-8,62.5,0,10
1084,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,13,59.5,10,82.5,0,10
1085,0,10,10,10,8,10,-10,-10,-10,10,-10,-10,10,0,10,10,12,49.5,10,45,-10,10
1086,10,8,10,10,-10,8,10,10,-10,10,10,10,0,-10,10,-10,14,49.5,-10,95,-10,10
1087,-10,8,10,10,10,10,10,10,10,10,0,10,0,10,10,10,16,49.5,10,120,10,10
1088,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,8,120,10,-10
1089,-10,10,10,10,8,10,-10,-10,-10,-10,10,-10,-10,0,10,-10,13,59.5,0,120,-10,-10
1090,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,29.5,0,82.5,-10,10
1091,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,12,49.5,10,62.5,10,10
1092,10,10,10,10,8,10,-10,10,10,10,10,10,0,0,10,10,12,39.5,10,20,-10,-10
