,Q13C,Q18AA,Q18AB,Q20,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24,Q25,Q26,Q27,Q29,Q29A,Education,AgeCat,PoliticalPartyAffiliation,Income,PoliticsGeneral,10
1093,-10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,-10,14,39.5,-8,82.5,0,0
1094,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,-10,13,21,10,25,0,0
1095,0,10,10,10,8,10,10,10,-10,10,-10,10,0,10,10,-10,14,29.5,0,25,0,8
1096,0,10,10,10,-10,10,10,10,10,10,10,10,0,-10,10,10,8,49.5,-10,25,-10,10
1097,0,10,8,10,8,8,10,10,10,10,-10,-10,-10,0,10,10,16,59.5,-8,120,-10,0
1098,0,10,10,10,8,10,-10,-10,-10,-10,-10,0,0,0,-10,0,10,70,-10,25,0,-10
1099,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,10,120,10,10
1100,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,16,21,8,20,10,8
1101,0,8,10,10,-10,8,10,10,10,10,10,10,0,10,10,10,20,59.5,-10,120,10,10
1102,0,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,16,21,10,95,10,0
1103,10,10,10,10,8,8,-10,10,10,10,-10,10,0,10,10,10,13,21,10,25,0,0
1104,-10,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,-10
1105,0,8,8,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,14,59.5,-10,82.5,-10,10
1106,0,10,10,10,-10,10,0,0,10,10,0,10,0,10,10,-10,14,59.5,10,20,0,10
1107,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,45,10,-10
1108,-10,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,20,39.5,10,120,10,10
1109,10,-10,-10,-10,-10,-10,0,0,0,0,-10,-10,-10,0,10,-10,12,59.5,-10,45,-10,10
1110,10,10,10,10,8,10,0,10,-10,10,-10,10,0,10,10,10,13,29.5,10,45,10,10
1111,-10,8,10,10,8,10,-10,-10,-10,10,-10,10,0,10,10,10,20,59.5,8,120,0,10
1112,-10,10,10,10,8,10,-10,-10,-10,-10,-10,10,0,-10,10,-10,10,39.5,8,25,-10,8
1113,0,10,8,10,8,10,0,-10,0,0,-10,10,0,10,10,10,8,39.5,0,20,0,0
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59.5,0,0,10,-10
1115,0,10,10,10,10,10,0,0,0,0,0,10,0,-10,10,-10,16,49.5,10,45,-10,10
1116,-10,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,-10,0,20,59.5,-10,120,-10,10
1117,0,10,10,10,8,10,0,10,10,10,0,10,0,10,10,10,16,29.5,10,45,10,0
1118,-10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,39.5,8,120,0,10
1119,-10,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,-10,0,16,59.5,-10,62.5,-10,10
1120,0,8,10,-10,-10,8,10,10,10,10,10,10,0,10,10,10,16,59.5,0,62.5,0,0
1121,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,120,10,-10
1122,0,8,10,10,8,8,10,10,10,10,-10,10,0,10,10,10,12,21,8,62.5,0,0
1123,-10,-10,-10,-10,-10,-8,10,10,10,10,10,10,0,10,-10,0,16,29.5,-8,95,0,0
1124,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,29.5,10,120,10,10
1125,10,8,8,10,8,8,10,10,10,10,0,10,0,10,10,10,16,29.5,-10,62.5,0,8
1126,0,8,8,-10,-10,-10,10,0,-10,10,0,-10,-10,0,10,10,12,49.5,-10,35,-10,-10
1127,0,8,10,-10,-10,8,10,-10,-10,10,-10,-10,10,0,10,-10,12,59.5,-8,20,0,-10
1128,-10,10,10,10,-10,8,10,10,10,10,-10,-10,10,0,10,10,13,21,-10,62.5,10,0
1129,-10,10,10,10,8,10,10,10,10,10,10,10,0,-10,10,10,12,29.5,10,62.5,10,8
1130,-10,10,10,-10,-10,10,10,10,10,10,-10,10,0,-10,10,-10,16,29.5,8,62.5,10,10
1131,10,10,10,10,-10,10,10,0,-10,10,10,10,0,10,10,10,12,59.5,10,20,-10,0
1132,10,10,10,10,8,10,10,10,10,10,-10,10,0,-10,10,10,12,21,-10,62.5,-10,8
1133,0,8,10,10,8,10,10,10,-10,10,-10,-10,10,0,10,10,16,29.5,-10,120,0,10
1134,10,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,16,29.5,8,45,10,0
1135,0,10,10,10,8,10,10,10,-10,10,-10,10,0,10,10,10,14,39.5,10,120,10,10
1136,10,8,10,10,-10,8,10,10,10,10,-10,-10,-10,0,10,10,12,49.5,-10,25,0,-10
1137,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,16,70,10,20,10,8
1138,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,10
1139,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,0,20,59.5,10,62.5,10,-10
1140,0,10,10,10,10,8,10,10,10,10,-10,10,0,10,10,-10,16,59.5,8,20,10,8
1141,-10,8,10,10,8,8,10,10,10,10,10,10,0,10,10,10,20,59.5,8,120,10,10
1142,-10,10,10,10,-10,10,10,10,-10,10,10,10,0,10,10,10,13,49.5,-10,62.5,10,8
1143,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,21,10,95,10,0
1144,-10,8,10,-10,-10,8,10,10,-10,10,-10,-10,-10,0,10,-10,20,59.5,-8,120,-10,10
1145,0,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,13,21,8,35,0,8
1146,0,8,10,10,-10,10,-10,10,0,10,10,10,0,10,10,0,16,59.5,8,120,0,0
1147,-10,10,10,10,8,8,-10,10,-10,10,10,10,0,10,10,10,14,39.5,8,62.5,10,10
1148,10,8,10,-10,-10,8,-10,10,10,10,-10,-10,10,0,10,10,10,21,8,20,0,0
1149,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,59.5,8,120,0,-10
1150,0,-10,10,-10,-10,-10,10,10,0,10,0,-10,-10,0,-10,0,20,59.5,-10,62.5,-10,10
1151,0,-10,10,-10,-10,-8,10,10,10,10,-10,10,0,10,-10,0,16,49.5,-8,120,-10,10
1152,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,16,29.5,10,120,10,0
1153,0,-10,-10,-10,-10,8,10,10,10,10,0,10,0,10,-10,0,14,59.5,-8,62.5,-10,10
1154,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,21,10,120,10,0
1155,0,10,10,10,-10,8,-10,10,-10,10,-10,10,0,10,10,10,13,39.5,0,20,-10,0
1156,0,10,10,10,10,10,-10,10,-10,0,10,10,0,10,10,10,13,39.5,10,35,0,0
1157,0,10,10,10,8,10,10,10,-10,10,0,10,0,10,10,10,20,29.5,-8,45,0,0
1158,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,0,0
1159,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,29.5,10,82.5,10,10
1160,0,-8,10,10,10,-8,10,10,10,10,0,10,0,0,10,-10,13,70,10,82.5,0,-10
1161,-10,8,10,-10,0,10,10,10,10,10,0,10,0,10,10,-10,13,29.5,-8,120,0,10
1162,10,-10,10,-10,-10,-10,10,10,0,10,-10,-10,-10,0,10,-10,12,21,0,95,0,0
1163,0,10,10,10,-10,10,-10,10,10,10,-10,10,0,10,10,10,12,59.5,-10,82.5,-10,8
1164,-10,8,10,10,-10,8,-10,10,10,10,0,10,0,10,10,10,12,39.5,10,82.5,0,10
1165,10,10,8,10,-10,10,10,10,-10,10,-10,10,0,10,10,10,16,21,10,120,10,0
1166,0,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,14,49.5,-10,62.5,-10,10
1167,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,13,21,10,35,10,0
1168,-10,-10,8,-10,-10,8,10,-10,-10,10,-10,-10,-10,0,10,10,13,59.5,-10,0,-10,10
1169,10,8,10,10,-10,8,-10,10,10,10,10,10,0,10,10,10,12,29.5,0,25,-10,0
1170,0,10,10,10,8,10,-10,10,10,10,0,10,0,10,10,10,18,70,10,82.5,10,10
1171,-10,10,10,10,8,10,10,10,-10,10,10,10,0,10,10,10,16,49.5,-8,120,0,10
1172,0,8,10,-10,-10,8,-10,10,10,10,-10,10,0,10,10,10,12,59.5,10,82.5,0,10
1173,0,10,10,10,8,10,10,10,0,10,0,10,0,10,10,10,20,59.5,10,120,0,10
1174,0,10,10,10,0,-10,0,10,10,10,0,10,0,10,10,-10,14,39.5,-10,20,0,-10
1175,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,39.5,10,95,10,-10
1176,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,29.5,10,35,10,10
1177,0,-8,10,-10,-10,8,10,0,0,10,-10,-10,-10,0,10,10,13,39.5,-10,62.5,-10,10
1178,0,8,10,10,10,10,10,-10,-10,-10,10,10,0,10,10,-10,12,49.5,10,35,10,0
1179,-10,8,10,10,-10,10,-10,10,10,10,-10,10,0,-10,10,10,12,49.5,8,25,-10,10
1180,0,8,10,-10,-10,8,10,10,-10,10,10,-10,-10,0,10,10,14,29.5,-8,20,10,0
1181,-10,8,10,10,-10,10,-10,10,10,10,0,10,0,10,10,10,12,29.5,0,20,-10,8
1182,10,-8,10,-10,8,8,10,-10,10,10,-10,10,0,10,10,10,16,29.5,-8,95,0,10
1183,-10,10,8,10,8,8,10,10,10,10,-10,10,0,10,10,10,16,21,-10,120,-10,8
1184,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,14,70,10,62.5,10,-10
1185,10,10,10,10,8,10,10,10,0,10,0,10,0,-10,10,10,12,29.5,0,25,-10,10
1186,-10,10,10,-10,8,10,-10,0,0,0,-10,10,0,0,10,-10,12,70,10,25,10,-10
1187,-10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,16,39.5,-10,120,0,-8
1188,0,8,10,10,10,10,10,10,10,10,10,10,0,10,10,10,12,70,-8,120,-10,10
1189,0,10,10,10,0,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,10,120,10,10
1190,10,8,10,10,10,8,10,10,10,10,10,10,0,10,10,10,16,21,-8,62.5,10,0
1191,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,21,10,35,10,0
1192,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,12,39.5,8,62.5,10,10
1193,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,20,59.5,10,45,10,0
1194,-10,8,10,10,-10,10,10,10,-10,10,10,10,0,-10,10,10,16,49.5,-10,120,-10,10
1195,-10,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,12,59.5,-10,20,-10,-8
1196,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,20,70,8,120,10,10
1197,0,10,10,10,8,10,10,-10,-10,10,10,10,0,10,10,10,16,21,8,20,0,0
1198,0,-10,10,-10,-10,-10,10,10,10,10,0,-10,-10,0,10,-10,13,70,-10,95,-10,10
1199,10,8,10,10,8,10,-10,10,-10,10,10,10,0,10,10,10,13,21,8,120,10,0
1200,0,-10,-10,-10,-10,-10,10,10,10,10,-10,10,0,-10,10,10,13,39.5,-8,120,0,10
1201,10,8,10,-10,8,10,10,10,-10,10,-10,10,0,10,10,10,12,49.5,-10,35,0,0
1202,10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,14,70,10,62.5,0,10
1203,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,-8,120,0,10
1204,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,0,10
1205,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,29.5,0,120,10,0
1206,0,-10,10,-10,-10,-10,10,0,0,10,0,-10,-10,0,-10,0,13,70,-10,82.5,-10,10
