0,0,0,0
2,0.01,0.09,0.24
3,0.0199,0.1719,0.4224
4,0.029701,0.24643,0.56102
5,0.039404,0.31425,0.66638
6,0.04901,0.37597,0.74645
7,0.05852,0.43213,0.8073
8,0.067935,0.48324,0.85355
9,0.077255,0.52975,0.8887
10,0.086483,0.57207,0.91541
11,0.095618,0.61058,0.93571
12,0.10466,0.64563,0.95114
13,0.11362,0.67752,0.96287
14,0.12248,0.70655,0.97178
15,0.13125,0.73296,0.97855
16,0.13994,0.75699,0.9837
17,0.14854,0.77886,0.98761
18,0.15706,0.79876,0.99058
19,0.16549,0.81688,0.99284
20,0.17383,0.83336,0.99456
21,0.18209,0.84836,0.99587
22,0.19027,0.862,0.99686
23,0.19837,0.87442,0.99761
24,0.20639,0.88572,0.99819
25,0.21432,0.89601,0.99862
26,0.22218,0.90537,0.99895
27,0.22996,0.91389,0.9992
28,0.23766,0.92164,0.99939
29,0.24528,0.92869,0.99954
30,0.25283,0.93511,0.99965
31,0.2603,0.94095,0.99973
32,0.2677,0.94626,0.9998
33,0.27502,0.9511,0.99985
34,0.28227,0.9555,0.99988
35,0.28945,0.9595,0.99991
36,0.29655,0.96315,0.99993
37,0.30359,0.96647,0.99995
38,0.31055,0.96948,0.99996
39,0.31745,0.97223,0.99997
40,0.32427,0.97473,0.99998
41,0.33103,0.977,0.99998
42,0.33772,0.97907,0.99999
43,0.34434,0.98096,0.99999
44,0.3509,0.98267,0.99999
45,0.35739,0.98423,0.99999
46,0.36381,0.98565,1
47,0.37018,0.98694,1
48,0.37647,0.98812,1
49,0.38271,0.98919,1
50,0.38888,0.99016,1
51,0.39499,0.99104,1
52,0.40104,0.99185,1
53,0.40703,0.99258,1
54,0.41296,0.99325,1
55,0.41883,0.99386,1
56,0.42465,0.99441,1
57,0.4304,0.99491,1
58,0.43609,0.99537,1
59,0.44173,0.99579,1
60,0.44732,0.99617,1
61,0.45284,0.99651,1
62,0.45831,0.99683,1
63,0.46373,0.99711,1
64,0.46909,0.99737,1
65,0.4744,0.99761,1
66,0.47966,0.99782,1
67,0.48486,0.99802,1
68,0.49001,0.9982,1
69,0.49511,0.99836,1
70,0.50016,0.99851,1
71,0.50516,0.99864,1
72,0.51011,0.99876,1
73,0.51501,0.99888,1
74,0.51986,0.99898,1
75,0.52466,0.99907,1
76,0.52941,0.99915,1
77,0.53412,0.99923,1
78,0.53878,0.9993,1
79,0.54339,0.99936,1
80,0.54796,0.99942,1
81,0.55248,0.99947,1
82,0.55695,0.99952,1
83,0.56138,0.99956,1
84,0.56577,0.9996,1
85,0.57011,0.99964,1
86,0.57441,0.99967,1
87,0.57867,0.9997,1
88,0.58288,0.99973,1
89,0.58705,0.99975,1
90,0.59118,0.99977,1
91,0.59527,0.99979,1
92,0.59932,0.99981,1
93,0.60332,0.99983,1
94,0.60729,0.99984,1
95,0.61122,0.99986,1
96,0.6151,0.99987,1
97,0.61895,0.99988,1
98,0.62276,0.99989,1
99,0.62654,0.9999,1
100,0.63027,0.99991,1
101,0.63397,0.99992,1
102,0.63763,0.99993,1
103,0.64125,0.99993,1
104,0.64484,0.99994,1
105,0.64839,0.99995,1
